Source Name	Comment[ENA_SAMPLE]	Comment[ENA_ALIAS]	Characteristics[organism]	Term Source REF	Term Accession Number	Characteristics[strain]	Characteristics[genotype]	Characteristics[developmental stage]	Term Source REF	Term Accession Number	Characteristics[sex]	Characteristics[organism part]	Term Source REF	Term Accession Number	Characteristics[age]	Unit[time unit]	Characteristics[initial time point]	Description	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Comment[RIBOSOMAL_RNA_TREATMENTS]	Extract Name	Comment[library_name]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_LAYOUT]	Protocol REF	Performer	Assay Name	Technology Type	Comment[technical replicate group]	Comment[ENA_EXPERIMENT]	Comment[INSTRUMENT_MODEL]	Comment[DATE_FIRST_PUBLIC]	Scan Name	Comment[ENA_RUN]	Comment[LINK_TO_PROTOCOLS]	Comment[Center]	Comment[FASTQ_URI]	Factor Value[developmental stage]	Term Source REF	Term Accession Number	Factor Value[sex]	Factor Value[organism part]	Term Source REF	Term Accession Number
SRS269392	SRS269392	Caenorhabditis elegans N2 young adult single pass Ribozero/Epicentre	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	newly molted young adult hermaphrodite Ce	WBls	WBls:0000063	hermaphrodite	organism	WBbt	WBbt:0007833	  	  	  	RNA from C. elegans young adult N2 hermaphrodites was processed through a  single pass through the Ribozero kit from Epicentre and concentrated by  ethanol precipitation prior to sequencing. This is not a polyA+ library.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_YA_RZ-1  Local library name: N2_YA_RZ-1  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40467	Ribozero kit and not polyA +	SRS269392 extract_PAIRED	N2_YA_RZ-1	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40471	UWGS-RW	SRX103988	sequencing assay	83	SRX103988	Illumina HiSeq 2000	02/11/2011	SRR360129_1	SRR360129	http://modencode.oicr.on.ca/fgb2/gbrowse/worm/?display_citation=submission_6557.sorted.bam	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR360/SRR360129/SRR360129_1.fastq.gz	newly molted young adult hermaphrodite Ce	WBls	WBls:0000063	hermaphrodite	organism	WBbt	WBbt:0007833
SRS269392	SRS269392	Caenorhabditis elegans N2 young adult single pass Ribozero/Epicentre	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	newly molted young adult hermaphrodite Ce	WBls	WBls:0000063	hermaphrodite	organism	WBbt	WBbt:0007833	  	  	  	RNA from C. elegans young adult N2 hermaphrodites was processed through a  single pass through the Ribozero kit from Epicentre and concentrated by  ethanol precipitation prior to sequencing. This is not a polyA+ library.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_YA_RZ-1  Local library name: N2_YA_RZ-1  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40467	Ribozero kit and not polyA +	SRS269392 extract_PAIRED	N2_YA_RZ-1	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40471	UWGS-RW	SRX103988	sequencing assay	83	SRX103988	Illumina HiSeq 2000	02/11/2011	SRR360129_2	SRR360129	http://modencode.oicr.on.ca/fgb2/gbrowse/worm/?display_citation=submission_6557.sorted.bam	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR360/SRR360129/SRR360129_2.fastq.gz	newly molted young adult hermaphrodite Ce	WBls	WBls:0000063	hermaphrodite	organism	WBbt	WBbt:0007833
SRS269392	SRS269392	Caenorhabditis elegans N2 young adult single pass Ribozero/Epicentre	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	newly molted young adult hermaphrodite Ce	WBls	WBls:0000063	hermaphrodite	organism	WBbt	WBbt:0007833	  	  	  	RNA from C. elegans young adult N2 hermaphrodites was processed through a  single pass through the Ribozero kit from Epicentre and concentrated by  ethanol precipitation prior to sequencing. This is not a polyA+ library.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_YA_RZ-1  Local library name: N2_YA_RZ-1  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40467	Ribozero kit and not polyA +	SRS269392 extract_SINGLE	N2_YA_RZ-1	cDNA	TRANSCRIPTOMIC	RNA-Seq	SINGLE	P-MTAB-40471	UWGS-RW	SRX103987	sequencing assay	83	SRX103987	Illumina HiSeq 2000	02/11/2011	SRR360130	SRR360130	http://modencode.oicr.on.ca/fgb2/gbrowse/worm/?display_citation=submission_6557.sorted.bam	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR360/SRR360130/SRR360130.fastq.gz	newly molted young adult hermaphrodite Ce	WBls	WBls:0000063	hermaphrodite	organism	WBbt	WBbt:0007833
SRS269392	SRS269392	Caenorhabditis elegans N2 young adult single pass Ribozero/Epicentre	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	newly molted young adult hermaphrodite Ce	WBls	WBls:0000063	hermaphrodite	organism	WBbt	WBbt:0007833	  	  	  	RNA from C. elegans young adult N2 hermaphrodites was processed through a  single pass through the Ribozero kit from Epicentre and concentrated by  ethanol precipitation prior to sequencing. This is not a polyA+ library.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_YA_RZ-1  Local library name: N2_YA_RZ-1  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	Ribozero kit and not polyA +	SRS269392 extract_PAIRED	N2_YA_RZ-1	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40471	UWGS-RW	SRX103986	sequencing assay	83	SRX103986	Illumina HiSeq 2000	02/11/2011	SRR473297_1	SRR473297	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR473/SRR473297/SRR473297_1.fastq.gz	newly molted young adult hermaphrodite Ce	WBls	WBls:0000063	hermaphrodite	organism	WBbt	WBbt:0007833
SRS269392	SRS269392	Caenorhabditis elegans N2 young adult single pass Ribozero/Epicentre	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	newly molted young adult hermaphrodite Ce	WBls	WBls:0000063	hermaphrodite	organism	WBbt	WBbt:0007833	  	  	  	RNA from C. elegans young adult N2 hermaphrodites was processed through a  single pass through the Ribozero kit from Epicentre and concentrated by  ethanol precipitation prior to sequencing. This is not a polyA+ library.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_YA_RZ-1  Local library name: N2_YA_RZ-1  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	Ribozero kit and not polyA +	SRS269392 extract_PAIRED	N2_YA_RZ-1	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40471	UWGS-RW	SRX103986	sequencing assay	83	SRX103986	Illumina HiSeq 2000	02/11/2011	SRR473297_2	SRR473297	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR473/SRR473297/SRR473297_2.fastq.gz	newly molted young adult hermaphrodite Ce	WBls	WBls:0000063	hermaphrodite	organism	WBbt	WBbt:0007833
SRS269392	SRS269392	Caenorhabditis elegans N2 young adult single pass Ribozero/Epicentre	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	newly molted young adult hermaphrodite Ce	WBls	WBls:0000063	hermaphrodite	organism	WBbt	WBbt:0007833	  	  	  	RNA from C. elegans young adult N2 hermaphrodites was processed through a  single pass through the Ribozero kit from Epicentre and concentrated by  ethanol precipitation prior to sequencing. This is not a polyA+ library.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_YA_RZ-1  Local library name: N2_YA_RZ-1  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	Ribozero kit and not polyA +	SRS269392 extract_PAIRED	N2_YA_RZ-1	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40471	UWGS-RW	SRX103986	sequencing assay	83	SRX103986	Illumina HiSeq 2000	02/11/2011	SRR473298_1	SRR473298	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR473/SRR473298/SRR473298_1.fastq.gz	newly molted young adult hermaphrodite Ce	WBls	WBls:0000063	hermaphrodite	organism	WBbt	WBbt:0007833
SRS269392	SRS269392	Caenorhabditis elegans N2 young adult single pass Ribozero/Epicentre	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	newly molted young adult hermaphrodite Ce	WBls	WBls:0000063	hermaphrodite	organism	WBbt	WBbt:0007833	  	  	  	RNA from C. elegans young adult N2 hermaphrodites was processed through a  single pass through the Ribozero kit from Epicentre and concentrated by  ethanol precipitation prior to sequencing. This is not a polyA+ library.   This sample is available through the modENCODE DCC (www.modencode.org) as: N2_YA_RZ-1  Local library name: N2_YA_RZ-1  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	Ribozero kit and not polyA +	SRS269392 extract_PAIRED	N2_YA_RZ-1	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40471	UWGS-RW	SRX103986	sequencing assay	83	SRX103986	Illumina HiSeq 2000	02/11/2011	SRR473298_2	SRR473298	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR473/SRR473298/SRR473298_2.fastq.gz	newly molted young adult hermaphrodite Ce	WBls	WBls:0000063	hermaphrodite	organism	WBbt	WBbt:0007833
SRS269393	SRS269393	Caenorhabditis elegans N2 young adult RNA library Yad-1 ribominus	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	newly molted young adult hermaphrodite Ce	WBls	WBls:0000063	hermaphrodite	organism	WBbt	WBbt:0007833	  	  	  	RNA from C. elegans young adult N2 hermaphrodites ribominus Yad-1 sample.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_Yad-1RR  Local library name: N2_Yad-1RR  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40467	ribominus	SRS269393 extract_SINGLE	N2_Yad-1RR	cDNA	TRANSCRIPTOMIC	RNA-Seq	SINGLE	P-MTAB-40470	UWGS-RW	SRX103990	sequencing assay	84	SRX103990	Illumina Genome Analyzer II	02/11/2011	SRR360132	SRR360132	http://modencode.oicr.on.ca/fgb2/gbrowse/worm/?display_citation=submission_6558.sorted.bam	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR360/SRR360132/SRR360132.fastq.gz	newly molted young adult hermaphrodite Ce	WBls	WBls:0000063	hermaphrodite	organism	WBbt	WBbt:0007833
SRS269393	SRS269393	Caenorhabditis elegans N2 young adult RNA library Yad-1 ribominus	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	newly molted young adult hermaphrodite Ce	WBls	WBls:0000063	hermaphrodite	organism	WBbt	WBbt:0007833	  	  	  	RNA from C. elegans young adult N2 hermaphrodites ribominus Yad-1 sample.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_Yad-1RR  Local library name: N2_Yad-1RR  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40467	ribominus	SRS269393 extract_SINGLE	N2_Yad-1RR	cDNA	TRANSCRIPTOMIC	RNA-Seq	SINGLE	P-MTAB-40470	UWGS-RW	SRX103990	sequencing assay	84	SRX103990	Illumina Genome Analyzer II	02/11/2011	SRR360133	SRR360133	http://modencode.oicr.on.ca/fgb2/gbrowse/worm/?display_citation=submission_6558.sorted.bam	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR360/SRR360133/SRR360133.fastq.gz	newly molted young adult hermaphrodite Ce	WBls	WBls:0000063	hermaphrodite	organism	WBbt	WBbt:0007833
SRS269393	SRS269393	Caenorhabditis elegans N2 young adult RNA library Yad-1 ribominus	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	newly molted young adult hermaphrodite Ce	WBls	WBls:0000063	hermaphrodite	organism	WBbt	WBbt:0007833	  	  	  	RNA from C. elegans young adult N2 hermaphrodites ribominus Yad-1 sample.  This sample is available through the modENCODE DCC (www.modencode.org) as: N2_Yad-1RR  Local library name: N2_Yad-1RR  Quality values are ASCII encoded Phred + 33.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40467	ribominus	SRS269393 extract_SINGLE	N2_Yad-1RR	cDNA	TRANSCRIPTOMIC	RNA-Seq	SINGLE	P-MTAB-40470	UWGS-RW	SRX103991	sequencing assay	84	SRX103991	Illumina Genome Analyzer II	02/11/2011	SRR360134	SRR360134	http://modencode.oicr.on.ca/fgb2/gbrowse/worm/?display_citation=submission_6558.sorted.bam	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR360/SRR360134/SRR360134.fastq.gz	newly molted young adult hermaphrodite Ce	WBls	WBls:0000063	hermaphrodite	organism	WBbt	WBbt:0007833
SRS308486	SRS308486	Caenorhabditis elegans LX837 larval L1 NSML and NSMR neurons total RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	L1 larva Ce	WBls	WBls:0000024	hermaphrodite	NSM	WBbt	WBbt:0003666 	  	  	  	Total RNA extracted from NSM neurons isolated by FACS from  synchronized (starved overnight in M9) L1 stage larvae.   Stage: L1  Cell: NSML + NSMR neurons  Strain: LX837[vsIs45 (tph-1::GFP)] unpublished reagent  provided by Daniel Colon-Ramos (Yale)   This sample is available through the modENCODE DCC (www.modencode.org) as: 534_DMM_386  Local library name: DMM386-NSML_NSMR-nrn_L1  This sample is a biological replicate for DCC project: DMM387-NSML_NSMR-nrn_L1-V  Quality values are ASCII encoded Phred + 33 through GAPipeline1.12.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS308486 extract_PAIRED	DMM386-NSML_NSMR-nrn_L1	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40471	UWGS-RW	SRX139602	sequencing assay	85	SRX139602	Illumina HiSeq 2000	12/04/2012	SRR474827_1	SRR474827	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR474/SRR474827/SRR474827_1.fastq.gz	L1 larva Ce	WBls	WBls:0000024	hermaphrodite	NSM	WBbt	WBbt:0003666 
SRS308486	SRS308486	Caenorhabditis elegans LX837 larval L1 NSML and NSMR neurons total RNA library	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	L1 larva Ce	WBls	WBls:0000024	hermaphrodite	NSM	WBbt	WBbt:0003666 	  	  	  	Total RNA extracted from NSM neurons isolated by FACS from  synchronized (starved overnight in M9) L1 stage larvae.   Stage: L1  Cell: NSML + NSMR neurons  Strain: LX837[vsIs45 (tph-1::GFP)] unpublished reagent  provided by Daniel Colon-Ramos (Yale)   This sample is available through the modENCODE DCC (www.modencode.org) as: 534_DMM_386  Local library name: DMM386-NSML_NSMR-nrn_L1  This sample is a biological replicate for DCC project: DMM387-NSML_NSMR-nrn_L1-V  Quality values are ASCII encoded Phred + 33 through GAPipeline1.12.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	  	SRS308486 extract_PAIRED	DMM386-NSML_NSMR-nrn_L1	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40471	UWGS-RW	SRX139602	sequencing assay	85	SRX139602	Illumina HiSeq 2000	12/04/2012	SRR474827_2	SRR474827	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR474/SRR474827/SRR474827_2.fastq.gz	L1 larva Ce	WBls	WBls:0000024	hermaphrodite	NSM	WBbt	WBbt:0003666 
SRS311684	SRS311684	Caenorhabditis elegans N2 larval L1 all cells - DSN treated library FGSR401	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	L1 larva Ce	WBls	WBls:0000024	hermaphrodite	organism	WBbt	WBbt:0007833	  	  	  	C. elegans N2 larval L1 all cells from David Miller's lab, library FGSR401,  total RNA extracted from synchronized (starved overnight in M9) L1 stage  larvae. DSN treated. This library was sequenced at the University of Washington.   This sample is available through the modENCODE DCC (www.modencode.org) as: DMM401_N2all_L1-DSN  Local library name: DMM401_N2all_L1-DSN  This sample is a biological replicate for DCC project: DMM387-NSML_NSMR-nrn_L1-V  Quality values are ASCII encoded Phred + 33 through GAPipeline1.12.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	DSN treated	SRS311684 extract_PAIRED	DMM401_N2all_L1-DSN	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40471	UWGS-RW	SRX139591	sequencing assay	86	SRX139591	Illumina HiSeq 2000	10/04/2012	SRR473299_1	SRR473299	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR473/SRR473299/SRR473299_1.fastq.gz	L1 larva Ce	WBls	WBls:0000024	hermaphrodite	organism	WBbt	WBbt:0007833
SRS311684	SRS311684	Caenorhabditis elegans N2 larval L1 all cells - DSN treated library FGSR401	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	L1 larva Ce	WBls	WBls:0000024	hermaphrodite	organism	WBbt	WBbt:0007833	  	  	  	C. elegans N2 larval L1 all cells from David Miller's lab, library FGSR401,  total RNA extracted from synchronized (starved overnight in M9) L1 stage  larvae. DSN treated. This library was sequenced at the University of Washington.   This sample is available through the modENCODE DCC (www.modencode.org) as: DMM401_N2all_L1-DSN  Local library name: DMM401_N2all_L1-DSN  This sample is a biological replicate for DCC project: DMM387-NSML_NSMR-nrn_L1-V  Quality values are ASCII encoded Phred + 33 through GAPipeline1.12.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	DSN treated	SRS311684 extract_PAIRED	DMM401_N2all_L1-DSN	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40471	UWGS-RW	SRX139591	sequencing assay	86	SRX139591	Illumina HiSeq 2000	10/04/2012	SRR473299_2	SRR473299	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR473/SRR473299/SRR473299_2.fastq.gz	L1 larva Ce	WBls	WBls:0000024	hermaphrodite	organism	WBbt	WBbt:0007833
SRS311687	SRS311687	Caenorhabditis elegans N2 larval L1 all cells - DSN treated library FGSR402	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	L1 larva Ce	WBls	WBls:0000024	hermaphrodite	organism	WBbt	WBbt:0007833	  	  	  	C. elegans N2 larval L1 all cells, library FGSR402 from David Miller's lab,  total RNA extracted from synchronized (starved overnight in M9) L1 stage  larvae, DSN treated.   This sample is available through the modENCODE DCC (www.modencode.org) as: DMM402_N2all_L1-DSN  Local library name: DMM402_N2all_L1-DSN  This sample was also sequenced as total RNA, without DSN treatment, available from the DCC as:  DMM402-N2all_L1-V  Quality values are ASCII encoded Phred + 33 through GAPipeline1.12.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	DSN treated	SRS311687 extract_PAIRED	DMM402_N2all_L1-DSN	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40471	UWGS-RW	SRX139566	sequencing assay	87	SRX139566	Illumina HiSeq 2000	10/04/2012	SRR473085_1	SRR473085	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR473/SRR473085/SRR473085_1.fastq.gz	L1 larva Ce	WBls	WBls:0000024	hermaphrodite	organism	WBbt	WBbt:0007833
SRS311687	SRS311687	Caenorhabditis elegans N2 larval L1 all cells - DSN treated library FGSR402	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	L1 larva Ce	WBls	WBls:0000024	hermaphrodite	organism	WBbt	WBbt:0007833	  	  	  	C. elegans N2 larval L1 all cells, library FGSR402 from David Miller's lab,  total RNA extracted from synchronized (starved overnight in M9) L1 stage  larvae, DSN treated.   This sample is available through the modENCODE DCC (www.modencode.org) as: DMM402_N2all_L1-DSN  Local library name: DMM402_N2all_L1-DSN  This sample was also sequenced as total RNA, without DSN treatment, available from the DCC as:  DMM402-N2all_L1-V  Quality values are ASCII encoded Phred + 33 through GAPipeline1.12.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	DSN treated	SRS311687 extract_PAIRED	DMM402_N2all_L1-DSN	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40471	UWGS-RW	SRX139566	sequencing assay	87	SRX139566	Illumina HiSeq 2000	10/04/2012	SRR473085_2	SRR473085	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR473/SRR473085/SRR473085_2.fastq.gz	L1 larva Ce	WBls	WBls:0000024	hermaphrodite	organism	WBbt	WBbt:0007833
SRS311688	SRS311688	Caenorhabditis elegans NC2484 larval L2 A motor neuron - DSN treated library FGSR408	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	L2 larva Ce	WBls	WBls:0000027	hermaphrodite	motor neuron	WBbt	WBbt:0005409	  	  	  	C. elegans DSN treated library FGSR408, NC2484 [wdIs5 (unc-4::GFP) III].  Total RNA extracted from A-class neurons (I5, AVF, SAB, DA, VA) isolated  by FACS from synchronized L2 larvae (starved overnight in M9, grown on  OP50-1 plates for 26 hour at 23 C until mid-L2 stage postdeirid sensory  organelle detected).   This sample is available through the modENCODE DCC (www.modencode.org) as: DMM408_Amot_nrn_L2-DSN  Local library name: DMM408_Amot_nrn_L2-DSN  Quality values are ASCII encoded Phred + 33 through GAPipeline1.12.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	DSN treated	SRS311688 extract_PAIRED	DMM408_Amot_nrn_L2-DSN	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40471	UWGS-RW	SRX139567	sequencing assay	88	SRX139567	Illumina HiSeq 2000	10/04/2012	SRR473086_1	SRR473086	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR473/SRR473086/SRR473086_1.fastq.gz	L2 larva Ce	WBls	WBls:0000027	hermaphrodite	motor neuron	WBbt	WBbt:0005409
SRS311688	SRS311688	Caenorhabditis elegans NC2484 larval L2 A motor neuron - DSN treated library FGSR408	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	L2 larva Ce	WBls	WBls:0000027	hermaphrodite	motor neuron	WBbt	WBbt:0005409	  	  	  	C. elegans DSN treated library FGSR408, NC2484 [wdIs5 (unc-4::GFP) III].  Total RNA extracted from A-class neurons (I5, AVF, SAB, DA, VA) isolated  by FACS from synchronized L2 larvae (starved overnight in M9, grown on  OP50-1 plates for 26 hour at 23 C until mid-L2 stage postdeirid sensory  organelle detected).   This sample is available through the modENCODE DCC (www.modencode.org) as: DMM408_Amot_nrn_L2-DSN  Local library name: DMM408_Amot_nrn_L2-DSN  Quality values are ASCII encoded Phred + 33 through GAPipeline1.12.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	DSN treated	SRS311688 extract_PAIRED	DMM408_Amot_nrn_L2-DSN	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40471	UWGS-RW	SRX139567	sequencing assay	88	SRX139567	Illumina HiSeq 2000	10/04/2012	SRR473086_2	SRR473086	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR473/SRR473086/SRR473086_2.fastq.gz	L2 larva Ce	WBls	WBls:0000027	hermaphrodite	motor neuron	WBbt	WBbt:0005409
SRS311689	SRS311689	Caenorhabditis elegans NC2484 larval L2 A motor neuron - DSN treated library FGSR414	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	L2 larva Ce	WBls	WBls:0000027	hermaphrodite	motor neuron	WBbt	WBbt:0005409	  	  	  	C. elegans DSN treated library FGSR414, NC2484 [wdIs5 (unc-4::GFP) III].  Total RNA extracted from A-class neurons (I5, AVF, SAB, DA, VA) isolated  by FACS from synchronized L2 larvae (starved overnight in M9, grown on  OP50-1 plates for 26 hour at 23 C until mid-L2 stage postdeirid sensory  organelle detected.  This sample is available through the modENCODE DCC (www.modencode.org) as: DMM414_Amot_nrn_L2-DSN  Local library name: DMM414_Amot_nrn_L2-DSN  Quality values are ASCII encoded Phred + 33 through GAPipeline1.12.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	DSN treated	SRS311689 extract_PAIRED	DMM414_Amot_nrn_L2-DSN	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40471	UWGS-RW	SRX139592	sequencing assay	89	SRX139592	Illumina HiSeq 2000	10/04/2012	SRR473300_1	SRR473300	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR473/SRR473300/SRR473300_1.fastq.gz	L2 larva Ce	WBls	WBls:0000027	hermaphrodite	motor neuron	WBbt	WBbt:0005409
SRS311689	SRS311689	Caenorhabditis elegans NC2484 larval L2 A motor neuron - DSN treated library FGSR414	Caenorhabditis elegans	NCBI Taxonomy	6239	N2	wild type genotype	L2 larva Ce	WBls	WBls:0000027	hermaphrodite	motor neuron	WBbt	WBbt:0005409	  	  	  	C. elegans DSN treated library FGSR414, NC2484 [wdIs5 (unc-4::GFP) III].  Total RNA extracted from A-class neurons (I5, AVF, SAB, DA, VA) isolated  by FACS from synchronized L2 larvae (starved overnight in M9, grown on  OP50-1 plates for 26 hour at 23 C until mid-L2 stage postdeirid sensory  organelle detected.  This sample is available through the modENCODE DCC (www.modencode.org) as: DMM414_Amot_nrn_L2-DSN  Local library name: DMM414_Amot_nrn_L2-DSN  Quality values are ASCII encoded Phred + 33 through GAPipeline1.12.	P-MTAB-40464	P-MTAB-40465	P-MTAB-40466	P-MTAB-40468	DSN treated	SRS311689 extract_PAIRED	DMM414_Amot_nrn_L2-DSN	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	P-MTAB-40471	UWGS-RW	SRX139592	sequencing assay	89	SRX139592	Illumina HiSeq 2000	10/04/2012	SRR473300_2	SRR473300	  	UWGS-RW	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/SRR473/SRR473300/SRR473300_2.fastq.gz	L2 larva Ce	WBls	WBls:0000027	hermaphrodite	motor neuron	WBbt	WBbt:0005409
